street id;street name;period;count
965542;On or near Buchanan Gardens;from 2019-02 till 2019-05;8
968743;On or near Radbourne Close;from 2019-02 till 2019-05;8
972793;On or near Princess Avenue;from 2019-01 till 2019-05;8
967955;On or near Newbury Mews;from 2019-01 till 2019-05;8
966347;On or near Oxford Road;from 2019-01 till 2019-05;8
971021;On or near Adelaide Road;from 2019-01 till 2019-04;8
1487948;Deptford (station);from 2019-01 till 2019-05;8
979718;On or near Supermarket;from 2019-03 till 2019-05;8
965377;On or near Kingsgate Road;from 2019-01 till 2019-05;8
962921;On or near Pedestrian Subway;from 2019-01 till 2019-04;8
971502;On or near Thant Close;from 2019-02 till 2019-05;8
987730;On or near Parking Area;from 2019-01 till 2019-05;8
972029;On or near Playford Road;from 2019-01 till 2019-05;8
967415;On or near Oak Grove;from 2019-01 till 2019-05;8
971510;On or near Perth Road;from 2019-02 till 2019-05;8
980912;On or near Moreton Close;from 2019-01 till 2019-05;8
1152540;On or near Pit Wood Green;from 2019-01 till 2019-05;8
979186;On or near Malvern Gardens;from 2019-02 till 2019-05;8
970162;On or near Epsom Way;from 2019-01 till 2019-04;8
987335;On or near Further/higher Educational Building;from 2019-01 till 2019-05;8
974947;On or near Inderwick Road;from 2019-01 till 2019-04;8
974949;On or near Holly Park;from 2019-01 till 2019-05;8
966913;On or near District Road;from 2019-01 till 2019-05;8
1486839;Woodgrange Park (station);from 2019-04 till 2019-05;8
1160830;On or near Chrislaine Close;from 2019-01 till 2019-05;8
987206;On or near Bryn-y-mawr Road;from 2019-02 till 2019-05;8
984221;On or near Derby Avenue;from 2019-01 till 2019-05;8
981109;On or near Granville Road;from 2019-04 till 2019-05;8
1160811;On or near Stanhope Way;from 2019-02 till 2019-04;8
972748;On or near Newland Court;from 2019-01 till 2019-05;8
962871;On or near Brook Avenue;from 2019-03 till 2019-05;8
962469;On or near Parking Area;from 2019-01 till 2019-05;8
967427;On or near Elm Grove;from 2019-01 till 2019-05;8
968547;On or near Farleigh Road;from 2019-01 till 2019-05;8
979192;On or near Honeypot Lane;from 2019-01 till 2019-04;8
968453;On or near Grange Grove;from 2019-02 till 2019-05;8
973729;On or near The Ridgeway;from 2019-02 till 2019-05;8
982672;On or near Tavistock Close;from 2019-01 till 2019-05;8
963900;On or near St Anthony's Close;from 2019-01 till 2019-05;8
980209;On or near Theatre/concert Hall;from 2019-01 till 2019-05;8
981290;On or near Lynton Gardens;from 2019-02 till 2019-05;8
975028;On or near Netherton Road;from 2019-01 till 2019-05;8
965909;On or near Northwick Road;from 2019-01 till 2019-05;8
974194;On or near Ravenscroft Avenue;from 2019-01 till 2019-05;8
987443;On or near Malvern Road;from 2019-01 till 2019-05;8
967653;On or near Willow Road;from 2019-01 till 2019-05;8
968423;On or near Highbury Grove;from 2019-02 till 2019-05;8
968420;On or near Highbury Park;from 2019-01 till 2019-05;8
963694;On or near Vicarage Road;from 2019-01 till 2019-05;8
966349;On or near Nursery Waye;from 2019-01 till 2019-05;8
966984;On or near Greenbank Avenue;from 2019-01 till 2019-05;8
969215;On or near Manbey Grove;from 2019-02 till 2019-04;8
969706;On or near Wren Road;from 2019-01 till 2019-05;8
981988;On or near Beverley Road;from 2019-01 till 2019-05;8
974189;On or near Supermarket;from 2019-01 till 2019-05;8
987201;On or near Gladbeck Way;from 2019-03 till 2019-05;8
973623;On or near College Drive;from 2019-02 till 2019-05;8
968427;On or near Hamilton Lane;from 2019-01 till 2019-05;8
972030;On or near Parkside Crescent;from 2019-01 till 2019-05;8
961604;On or near Portman Place;from 2019-01 till 2019-05;8
969289;On or near Clarence Road;from 2019-01 till 2019-04;8
963922;On or near Hawthorn Avenue;from 2019-01 till 2019-04;8
981759;On or near Tilson Road;from 2019-01 till 2019-04;8
966291;On or near Sedgwick Avenue;from 2019-01 till 2019-05;8
1488628;Moor Park (lu Station);from 2019-01 till 2019-05;8
978055;On or near Factory Lane;from 2019-01 till 2019-05;8
987225;On or near Clydach Road;from 2019-01 till 2019-05;8
965990;On or near Station View;from 2019-01 till 2019-05;8
977668;On or near Radbourne Crescent;from 2019-01 till 2019-05;8
971847;On or near Mountgrove Road;from 2019-02 till 2019-05;8
962531;On or near Westminster Gardens;from 2019-01 till 2019-05;8
978426;On or near Hillfield Park;from 2019-02 till 2019-05;8
981832;On or near The Mile End;from 2019-01 till 2019-03;8
971190;On or near Queenswood Gardens;from 2019-01 till 2019-05;8
967900;On or near Parliament Hill;from 2019-01 till 2019-05;8
982959;On or near Sports/recreation Area;from 2019-01 till 2019-05;8
968603;On or near Wordsworth Road;from 2019-01 till 2019-05;8
975154;On or near Rookwood Road;from 2019-01 till 2019-04;8
975155;On or near Riverside Road;from 2019-02 till 2019-05;8
968531;On or near Shacklewell Lane;from 2019-01 till 2019-05;8
1156653;On or near Eastcroft Road;from 2019-01 till 2019-05;8
969418;On or near Little Ilford Lane;from 2019-01 till 2019-05;8
1202890;On or near Parking Area;from 2019-02 till 2019-05;8
979537;On or near Danes Gate;from 2019-02 till 2019-05;8
1203812;On or near Essex Road;from 2019-01 till 2019-04;8
985620;On or near Cornwallis Grove;from 2019-01 till 2019-05;8
976886;On or near Heath Close;from 2019-01 till 2019-05;8
976366;On or near Beechfield Gardens;from 2019-01 till 2019-05;8
971952;On or near Tollington Park;from 2019-02 till 2019-05;8
975197;On or near Sports/recreation Area;from 2019-03 till 2019-05;8
961480;On or near Folgate Street;from 2019-01 till 2019-05;8
964881;On or near Carlow Street;from 2019-01 till 2019-05;8
969850;On or near Beverley Road;from 2019-03 till 2019-05;8
981621;On or near Campbell Road;from 2019-01 till 2019-05;8
972754;On or near Barn Way;from 2019-02 till 2019-05;8
981741;On or near Bedwell Road;from 2019-02 till 2019-05;8
975227;On or near St Ann's Road;from 2019-01 till 2019-05;8
968559;On or near Andre Street;from 2019-02 till 2019-05;8
969861;On or near Ravensfield;from 2019-01 till 2019-05;8
1488647;Kilburn (lu Station);from 2019-01 till 2019-05;8
977838;On or near Elphinstone Road;from 2019-01 till 2019-05;8
983265;On or near Friday Hill East;from 2019-01 till 2019-05;8
979129;On or near Mannock Close;from 2019-01 till 2019-05;8
975851;On or near Eastern Avenue;from 2019-01 till 2019-03;8
963988;On or near Gernon Road;from 2019-01 till 2019-05;8
960972;On or near Colonnade;from 2019-01 till 2019-04;8
983610;On or near Orpington Gardens;from 2019-01 till 2019-05;8
982003;On or near Aldriche Way;from 2019-01 till 2019-05;8
970055;On or near Kilmartin Way;from 2019-01 till 2019-05;8
1196984;On or near Willow Avenue;from 2019-04 till 2019-05;8
965006;On or near Park Village East;from 2019-01 till 2019-05;8
975268;On or near Amhurst Park;from 2019-02 till 2019-05;8
970053;On or near Malan Square;from 2019-01 till 2019-05;8
961463;On or near Hoxton Street;from 2019-01 till 2019-05;8
981661;On or near Love Lane;from 2019-01 till 2019-05;8
985714;On or near Pretoria Crescent;from 2019-02 till 2019-04;8
963344;On or near Latimer Avenue;from 2019-02 till 2019-04;8
960667;On or near Hampstead Road;from 2019-01 till 2019-03;8
963592;On or near Stirling Road;from 2019-01 till 2019-05;8
968633;On or near Gunstor Road;from 2019-03 till 2019-05;8
967299;On or near Sherrick Green Road;from 2019-02 till 2019-05;8
975299;On or near Leabank View;from 2019-01 till 2019-05;8
968632;On or near John Campbell Road;from 2019-02 till 2019-05;8
970448;On or near Barton Road;from 2019-01 till 2019-05;8
961879;On or near Essian Street;from 2019-01 till 2019-05;8
975438;On or near Myrtle Road;from 2019-01 till 2019-04;8
971408;On or near St Mary's Road;from 2019-02 till 2019-05;8
968638;On or near Crossway;from 2019-02 till 2019-05;8
963993;On or near Saxon Road;from 2019-01 till 2019-05;8
979114;On or near Parking Area;from 2019-03 till 2019-05;8
985774;On or near Laurel Gardens;from 2019-01 till 2019-05;8
975361;On or near Priory Avenue;from 2019-01 till 2019-04;8
987114;On or near Parsonage Lane;from 2019-01 till 2019-05;8
967226;On or near Brendon Avenue;from 2019-01 till 2019-05;8
974728;On or near Bloomfield Road;from 2019-02 till 2019-05;8
977830;On or near Gillards Mews;from 2019-01 till 2019-05;8
962830;On or near Church Elm Lane;from 2019-01 till 2019-05;8
983458;On or near Finch Gardens;from 2019-01 till 2019-05;8
964864;On or near Lyme Street;from 2019-02 till 2019-04;8
964865;On or near King's Terrace;from 2019-02 till 2019-05;8
972533;On or near Warren Road;from 2019-01 till 2019-05;8
965928;On or near Petrol Station;from 2019-01 till 2019-05;8
974228;On or near Coniston Gardens;from 2019-01 till 2019-05;8
974218;On or near Fryent Grove;from 2019-02 till 2019-05;8
983514;On or near Rays Road;from 2019-01 till 2019-04;8
961648;On or near Eastbury Terrace;from 2019-02 till 2019-04;8
984152;On or near Sports/recreation Area;from 2019-01 till 2019-04;8
983531;On or near Cameron Close;from 2019-01 till 2019-05;8
971291;On or near Cecil Road;from 2019-01 till 2019-05;8
961696;On or near Victoria Park Square;from 2019-01 till 2019-05;8
979167;On or near Lowther Road;from 2019-01 till 2019-05;8
972115;On or near Balmore Street;from 2019-01 till 2019-05;8
968646;On or near Beatty Road;from 2019-01 till 2019-05;8
978851;On or near Alberon Gardens;from 2019-01 till 2019-04;8
961907;On or near Harford Street;from 2019-01 till 2019-04;8
978235;On or near Bourn Avenue;from 2019-01 till 2019-04;8
968218;On or near Bryantwood Road;from 2019-02 till 2019-05;8
967902;On or near Park End;from 2019-01 till 2019-05;8
983578;On or near Dyson's Road;from 2019-01 till 2019-04;8
981478;On or near Bedford Road;from 2019-01 till 2019-05;8
1154444;On or near Rectory Lane;from 2019-02 till 2019-05;8
983604;On or near Sweet Briar Walk;from 2019-02 till 2019-05;8
983603;On or near Tuncombe Road;from 2019-01 till 2019-05;8
972021;On or near Sonderburg Road;from 2019-01 till 2019-05;8
983612;On or near Hewish Road;from 2019-02 till 2019-05;8
965783;On or near Shopping Area;from 2019-01 till 2019-04;8
967411;On or near Pine Road;from 2019-01 till 2019-05;8
961912;On or near Bohn Road;from 2019-01 till 2019-03;8
972725;On or near East Hill;from 2019-03 till 2019-05;8
966209;On or near Hazeldene Gardens;from 2019-02 till 2019-05;8
974186;On or near Sports/recreation Area;from 2019-01 till 2019-05;8
969676;On or near Boundary Close;from 2019-01 till 2019-05;8
987441;On or near Manly Dixon Drive;from 2019-01 till 2019-05;8
1201975;On or near Parking Area;from 2019-01 till 2019-04;8
962306;On or near Brock Road;from 2019-02 till 2019-05;8
985954;On or near Elmcroft Avenue;from 2019-02 till 2019-04;8
983659;On or near King's Road;from 2019-02 till 2019-05;8
984584;On or near Golders Close;from 2019-02 till 2019-05;8
973075;On or near Thornley Drive;from 2019-01 till 2019-04;8
968666;On or near Buckingham Road;from 2019-01 till 2019-05;8
971395;On or near Byron Road;from 2019-01 till 2019-05;8
978144;On or near Stanley Road;from 2019-01 till 2019-05;8
971388;On or near Sophia Road;from 2019-02 till 2019-05;8
984121;On or near Friars Avenue;from 2019-02 till 2019-04;8
975509;On or near Lyndhurst Drive;from 2019-01 till 2019-05;8
965256;On or near Hospital;from 2019-01 till 2019-05;8
966877;On or near Killowen Avenue;from 2019-02 till 2019-04;8
978840;On or near Falloden Way;from 2019-01 till 2019-05;8
1201892;On or near White Lion Road;from 2019-01 till 2019-05;8
962666;On or near St Helens Court;from 2019-01 till 2019-05;8
963215;On or near Ripple Road;from 2019-01 till 2019-05;8
968213;On or near Courtney Road;from 2019-01 till 2019-05;8
975548;On or near Epsom Road;from 2019-01 till 2019-04;8
963986;On or near Kenilworth Road;from 2019-01 till 2019-05;8
975561;On or near Chestnut Avenue South;from 2019-02 till 2019-05;8
966628;On or near Bedford Road;from 2019-01 till 2019-05;8
965023;On or near Quickswood;from 2019-02 till 2019-05;8
976217;On or near Milton Court;from 2019-01 till 2019-05;8
972703;On or near St Davids Close;from 2019-01 till 2019-05;8
971786;On or near Filey Avenue;from 2019-01 till 2019-05;8
978874;On or near Church Terrace;from 2019-01 till 2019-05;8
967138;On or near Shopping Area;from 2019-01 till 2019-05;8
976057;On or near Aldborough Road South;from 2019-01 till 2019-05;8
964066;On or near Andrews Road;from 2019-01 till 2019-05;8
979076;On or near St Alphage Walk;from 2019-01 till 2019-05;8
971704;On or near Defoe Road;from 2019-01 till 2019-05;8
978445;On or near Parkham Way;from 2019-01 till 2019-05;8
970351;On or near Appleton Way;from 2019-02 till 2019-05;8
987090;On or near Chase Side;from 2019-01 till 2019-05;8
969358;On or near Monega Road;from 2019-01 till 2019-05;8
968687;On or near Greenwood Road;from 2019-01 till 2019-05;8
1196993;On or near Petrol Station;from 2019-02 till 2019-05;8
969540;On or near Madeline Grove;from 2019-01 till 2019-05;8
986097;On or near St Mark's Road;from 2019-01 till 2019-05;8
975599;On or near Grove Road;from 2019-01 till 2019-05;8
962588;On or near Edwin Close;from 2019-01 till 2019-05;8
975637;On or near Serbin Close;from 2019-01 till 2019-03;8
962303;On or near Cave Road;from 2019-01 till 2019-05;8
963940;On or near Beale Place;from 2019-01 till 2019-05;8
968463;On or near Wall Street;from 2019-01 till 2019-05;8
983898;On or near Alderman's Hill;from 2019-02 till 2019-05;8
973132;On or near Eastcote Lane;from 2019-02 till 2019-05;8
972698;On or near Aylesbury Street;from 2019-01 till 2019-05;8
960881;On or near Calthorpe Street;from 2019-01 till 2019-04;8
977839;On or near Elmsdale Road;from 2019-01 till 2019-03;8
966386;On or near Austin Waye;from 2019-01 till 2019-05;8
963388;On or near Folkestone Road;from 2019-02 till 2019-04;8
980501;On or near Dalston Gardens;from 2019-01 till 2019-05;8
962437;On or near Jack Dash Way;from 2019-02 till 2019-05;8
964103;On or near Redruth Road;from 2019-02 till 2019-05;8
965052;On or near Brocas Close;from 2019-02 till 2019-05;8
964874;On or near Georgiana Street;from 2019-01 till 2019-05;8
975653;On or near Fitzgerald Road;from 2019-01 till 2019-05;8
978126;On or near Shopping Area;from 2019-01 till 2019-05;8
965795;On or near Waxlow Road;from 2019-01 till 2019-05;8
975961;On or near Chase Lane;from 2019-01 till 2019-05;8
975685;On or near Chestnut Drive;from 2019-01 till 2019-05;8
974170;On or near John Perrin Place;from 2019-01 till 2019-03;8
978127;On or near Ashley Road;from 2019-01 till 2019-04;8
968200;On or near Hornsey Road;from 2019-01 till 2019-05;8
986187;On or near Roseneath Walk;from 2019-01 till 2019-05;8
1160882;On or near Russell Drive;from 2019-01 till 2019-05;8
982236;On or near Avondale Court;from 2019-02 till 2019-04;8
987287;On or near Westmoor Gardens;from 2019-01 till 2019-04;8
984011;On or near A1003;from 2019-01 till 2019-05;8
1486570;Enfield Town (station);from 2019-01 till 2019-05;8
1156444;On or near Parking Area;from 2019-02 till 2019-05;8
967212;On or near Herne Close;from 2019-01 till 2019-05;8
980529;On or near Bus/coach Station;from 2019-01 till 2019-05;8
968742;On or near Redwald Road;from 2019-01 till 2019-04;8
963817;On or near Jupp Road West;from 2019-01 till 2019-05;8
966438;On or near Bridge Road;from 2019-01 till 2019-05;8
975911;On or near The Drive;from 2019-01 till 2019-05;8
975753;On or near Gloucester Road;from 2019-01 till 2019-05;8
974820;On or near Back Lane;from 2019-01 till 2019-05;8
969087;On or near Odessa Road;from 2019-01 till 2019-05;8
967819;On or near Grafton Road;from 2019-01 till 2019-05;8
972672;On or near Attewood Avenue;from 2019-02 till 2019-05;8
964143;On or near Cherry Tree Close;from 2019-02 till 2019-05;8
964410;On or near Hawes Street;from 2019-01 till 2019-05;8
973107;On or near Goodwill Drive;from 2019-01 till 2019-05;8
981980;On or near Holly Crescent;from 2019-02 till 2019-05;8
965036;On or near King Henry's Road;from 2019-01 till 2019-05;8
963581;On or near Foxcombe Close;from 2019-04 till 2019-05;8
984193;On or near Queens Parade Close;from 2019-01 till 2019-05;8
964183;On or near Edinburgh Close;from 2019-01 till 2019-05;8
968769;On or near Clifden Road;from 2019-03 till 2019-05;8
963377;On or near Supermarket;from 2019-01 till 2019-05;8
968194;On or near Lowman Road;from 2019-01 till 2019-05;8
970471;On or near White Gates;from 2019-01 till 2019-05;8
975827;On or near Windermere Gardens;from 2019-01 till 2019-05;8
972340;On or near The Mount Square;from 2019-01 till 2019-05;8
977492;On or near Cadogan Gardens;from 2019-01 till 2019-05;8
966657;On or near Brookside Close;from 2019-01 till 2019-05;8
1156414;On or near Blakeney Close;from 2019-02 till 2019-05;8
984265;On or near Victoria Grove;from 2019-02 till 2019-05;8
986323;On or near The Fairway;from 2019-01 till 2019-05;8
977744;On or near King Edward Road;from 2019-02 till 2019-04;8
983662;On or near Hester Road;from 2019-01 till 2019-05;8
980779;On or near Tithe Close;from 2019-01 till 2019-05;8
979021;On or near Sunny Hill;from 2019-01 till 2019-05;8
979511;On or near Wellington Road;from 2019-01 till 2019-05;8
980619;On or near Oakleigh Avenue;from 2019-01 till 2019-05;8
972675;On or near Aboyne Road;from 2019-01 till 2019-04;8
960869;On or near Coley Street;from 2019-01 till 2019-04;8
973101;On or near Abercorn Crescent;from 2019-01 till 2019-05;8
984227;On or near Albert Street;from 2019-01 till 2019-05;8
968564;On or near Abersham Road;from 2019-01 till 2019-05;8
979010;On or near Pedestrian Subway;from 2019-01 till 2019-05;8
977823;On or near Heron Close;from 2019-01 till 2019-05;8
968812;On or near Rowhill Road;from 2019-01 till 2019-05;8
964828;On or near Southern Street;from 2019-01 till 2019-05;8
979430;On or near Martock Close;from 2019-02 till 2019-05;8
963486;On or near Seymour Road;from 2019-03 till 2019-05;8
978986;On or near Little Strand;from 2019-02 till 2019-05;8
963573;On or near Bushey Road;from 2019-01 till 2019-03;8
966381;On or near Chippendale Waye;from 2019-01 till 2019-05;8
977790;On or near Westbury Road;from 2019-01 till 2019-05;8
984277;On or near Fairfield Close;from 2019-01 till 2019-05;8
973118;On or near Alexandra Close;from 2019-01 till 2019-05;8
980661;On or near Dishforth Lane;from 2019-01 till 2019-04;8
984295;On or near Lambert Way;from 2019-01 till 2019-05;8
979617;On or near Manor Way;from 2019-01 till 2019-05;8
971913;On or near Heathland Road;from 2019-01 till 2019-05;8
1144907;On or near Chesterfield Road;from 2019-01 till 2019-04;8
968480;On or near Nightingale Road;from 2019-01 till 2019-05;8
984328;On or near Avondale Avenue;from 2019-01 till 2019-05;8
973728;On or near Parking Area;from 2019-01 till 2019-05;8
971817;On or near Victorian Road;from 2019-01 till 2019-05;8
969700;On or near Easebourne Road;from 2019-02 till 2019-05;8
975971;On or near Ardwell Avenue;from 2019-01 till 2019-04;8
975720;On or near King's Road;from 2019-01 till 2019-05;8
968483;On or near Douglas Road South;from 2019-01 till 2019-05;8
984360;On or near St Vincents Lane;from 2019-01 till 2019-05;8
963236;On or near Cecil Avenue;from 2019-02 till 2019-04;8
968966;On or near Lavington Close;from 2019-01 till 2019-05;8
963545;On or near Boleyn Road;from 2019-02 till 2019-05;8
967563;On or near Police Station;from 2019-01 till 2019-05;8
966800;On or near Arundel Drive;from 2019-03 till 2019-05;8
985266;On or near Park View;from 2019-04 till 2019-05;8
961321;On or near St Peter's Close;from 2019-01 till 2019-05;8
973272;On or near Sports/recreation Area;from 2019-01 till 2019-05;8
961174;On or near Bevenden Street;from 2019-01 till 2019-05;8
976076;On or near Hertford Road;from 2019-01 till 2019-04;8
975556;On or near Abbotts Park Road;from 2019-01 till 2019-04;8
985503;On or near Plevna Road;from 2019-01 till 2019-05;8
986622;On or near Eastham Close;from 2019-01 till 2019-05;8
963533;On or near Elizabeth Road;from 2019-01 till 2019-05;8
971712;On or near Theatre/concert Hall;from 2019-02 till 2019-05;8
976043;On or near Merton Road;from 2019-01 till 2019-05;8
963650;On or near Dell Close;from 2019-01 till 2019-05;8
985582;On or near Westminster Road;from 2019-01 till 2019-05;8
961317;On or near Swanfield Street;from 2019-01 till 2019-05;8
978975;On or near Pedestrian Subway;from 2019-01 till 2019-05;8
983985;On or near Upper Park Road;from 2019-02 till 2019-05;8
978972;On or near Magpie Close;from 2019-01 till 2019-05;8
968486;On or near Clephane Road;from 2019-01 till 2019-05;8
976081;On or near Church Road;from 2019-02 till 2019-05;8
986640;On or near Underhill;from 2019-01 till 2019-04;8
984270;On or near Rose Bank Close;from 2019-02 till 2019-05;8
1154684;On or near Garden Close;from 2019-01 till 2019-04;8
1201949;On or near Spring Close;from 2019-01 till 2019-03;8
1158268;On or near Fleece Road;from 2019-01 till 2019-05;8
979621;On or near Melrose Road;from 2019-02 till 2019-04;8
978026;On or near Parkhurst Road;from 2019-01 till 2019-05;8
968147;On or near Caledonian Square;from 2019-01 till 2019-05;8
971801;On or near Rendlesham Road;from 2019-01 till 2019-05;8
979627;On or near Willows Close;from 2019-01 till 2019-04;8
978246;On or near Clarence Road;from 2019-01 till 2019-05;8
1488652;St John's Wood (lu Station);from 2019-01 till 2019-04;8
962576;On or near Louise Gardens;from 2019-01 till 2019-05;8
969532;On or near Staines Road;from 2019-01 till 2019-05;8
977785;On or near Wolsey Avenue;from 2019-01 till 2019-05;8
963567;On or near Dickens Road;from 2019-01 till 2019-05;8
975613;On or near Bickley Road;from 2019-01 till 2019-05;8
968128;On or near Kelly Street;from 2019-01 till 2019-05;8
979791;On or near Crossway;from 2019-02 till 2019-05;8
962269;On or near Wanlip Road;from 2019-03 till 2019-05;8
966340;On or near The Hermitage;from 2019-02 till 2019-05;8
972619;On or near Page Avenue;from 2019-01 till 2019-04;8
965243;On or near Further/higher Educational Building;from 2019-02 till 2019-05;8
977950;On or near St Margaret's Road;from 2019-01 till 2019-04;8
978116;On or near West Green Road;from 2019-01 till 2019-05;8
978352;On or near Morley Avenue;from 2019-01 till 2019-05;8
963241;On or near Axe Street;from 2019-01 till 2019-04;8
966087;On or near Chartwell Close;from 2019-01 till 2019-05;8
966658;On or near Bradfield Road;from 2019-01 till 2019-05;8
972611;On or near St Andrews Road;from 2019-01 till 2019-05;8
967865;On or near Carrol Close;from 2019-01 till 2019-04;8
983802;On or near Garman Close;from 2019-01 till 2019-05;8
1488467;Sandilands (tram Stop);from 2019-01 till 2019-05;8
961258;On or near Charterhouse Bldgs;from 2019-01 till 2019-05;8
975479;On or near Petrol Station;from 2019-02 till 2019-05;8
977764;On or near Bristol Park Road;from 2019-01 till 2019-05;8
976190;On or near Primrose Avenue;from 2019-01 till 2019-05;8
962998;On or near Carrow Road;from 2019-01 till 2019-05;8
966207;On or near Lynhurst Road;from 2019-01 till 2019-05;8
983555;On or near Baxter Road;from 2019-01 till 2019-05;8
987563;On or near Albany Park Avenue;from 2019-01 till 2019-03;8
1154656;On or near Banstead Road;from 2019-01 till 2019-05;8
963740;On or near Geere Road;from 2019-01 till 2019-05;8
964625;On or near Story Street;from 2019-01 till 2019-05;8
963385;On or near Southchurch Road;from 2019-01 till 2019-05;8
978366;On or near Glynne Road;from 2019-02 till 2019-05;8
966700;On or near Masson Avenue;from 2019-01 till 2019-05;8
968109;On or near Churchill Road;from 2019-01 till 2019-05;8
963361;On or near Calverton Road;from 2019-01 till 2019-05;8
984957;On or near Police Station;from 2019-01 till 2019-05;8
960921;On or near Sidmouth Mews;from 2019-01 till 2019-05;8
969821;On or near Raydons Road;from 2019-02 till 2019-05;8
963244;On or near Sports/recreation Area;from 2019-01 till 2019-03;8
1488732;Oakwood (lu Station);from 2019-01 till 2019-05;8
1487954;Elmers End (station);from 2019-01 till 2019-05;8
965473;On or near Hanover Road;from 2019-01 till 2019-05;8
964639;On or near Gifford Street;from 2019-01 till 2019-05;8
978358;On or near Lymington Avenue;from 2019-01 till 2019-05;8
987578;On or near Waltham Gardens;from 2019-02 till 2019-05;8
970130;On or near Carnforth Gardens;from 2019-01 till 2019-05;8
962112;On or near Gordon Street;from 2019-01 till 2019-05;8
972275;On or near Oakeshott Avenue;from 2019-01 till 2019-05;8
978970;On or near Supermarket;from 2019-01 till 2019-04;8
972577;On or near Applewood Close;from 2019-01 till 2019-03;8
961244;On or near Glasshouse Yard;from 2019-01 till 2019-04;8
970115;On or near Tempest Way;from 2019-01 till 2019-05;8
966034;On or near Pedestrian Subway;from 2019-01 till 2019-05;8
969065;On or near Aylesbury Close;from 2019-01 till 2019-05;8
969786;On or near Bromhall Road;from 2019-01 till 2019-05;8
1486576;Highams Park (station);from 2019-01 till 2019-05;8
968104;On or near Falkland Road;from 2019-01 till 2019-05;8
1486569;Enfield Lock (station);from 2019-02 till 2019-05;8
987532;On or near Great Cambridge Road;from 2019-03 till 2019-05;8
972238;On or near Cardinals Way;from 2019-02 till 2019-05;8
1486561;Bruce Grove (station);from 2019-01 till 2019-05;8
977873;On or near Storey Road;from 2019-01 till 2019-05;8
985124;On or near Hillside Grove;from 2019-01 till 2019-05;8
1486497;Gunnersbury (lu Station);from 2019-01 till 2019-05;8
961970;On or near Purdy Street;from 2019-01 till 2019-05;8
983646;On or near Sandal Road;from 2019-02 till 2019-05;8
978293;On or near Cross Lane;from 2019-01 till 2019-05;8
969744;On or near Campden Way;from 2019-01 till 2019-05;8
978980;On or near Rankin Close;from 2019-01 till 2019-05;8
971534;On or near Larch Road;from 2019-01 till 2019-05;8
970922;On or near Green Lane;from 2019-01 till 2019-05;8
969674;On or near Craigen Gardens;from 2019-01 till 2019-04;8
970086;On or near Coronation Drive;from 2019-02 till 2019-04;8
975473;On or near Clacton Road;from 2019-01 till 2019-04;8
968091;On or near Leverton Street;from 2019-01 till 2019-05;8
987611;On or near Supermarket;from 2019-01 till 2019-05;8
977834;On or near Fleeming Road;from 2019-01 till 2019-05;8
964604;On or near Southgate Grove;from 2019-01 till 2019-05;8
985158;On or near Cowper Road;from 2019-01 till 2019-05;8
976418;On or near Harcourt Mews;from 2019-01 till 2019-05;8
986670;On or near Brent Place;from 2019-01 till 2019-05;8
976433;On or near Allandale Road;from 2019-01 till 2019-05;8
964128;On or near Handley Road;from 2019-01 till 2019-05;8
977833;On or near Forest Road;from 2019-01 till 2019-05;8
965169;On or near Bolton Road;from 2019-01 till 2019-04;8
969657;On or near Levett Gardens;from 2019-01 till 2019-05;8
969939;On or near Rogers Gardens;from 2019-02 till 2019-04;8
962247;On or near Boundary Lane;from 2019-01 till 2019-04;8
961730;On or near Coventry Road;from 2019-01 till 2019-05;8
978279;On or near Rectory Gardens;from 2019-01 till 2019-04;8
967877;On or near Haverstock Hill;from 2019-01 till 2019-05;8
986169;On or near Nestor Avenue;from 2019-04 till 2019-05;8
972544;On or near Kenwyn Drive;from 2019-01 till 2019-04;8
1154445;On or near Chipstead Valley Road;from 2019-01 till 2019-05;8
968616;On or near Princess May Road;from 2019-01 till 2019-05;8
968087;On or near Maud Wilkes Close;from 2019-01 till 2019-05;8
969560;On or near Chertsey Road;from 2019-01 till 2019-05;8
982279;On or near Chigwell Road;from 2019-01 till 2019-05;8
975520;On or near Forest Drive West;from 2019-01 till 2019-05;8
976487;On or near St Edwards Way;from 2019-01 till 2019-04;8
987497;On or near Government Row;from 2019-01 till 2019-05;8
975109;On or near Grafton Gardens;from 2019-01 till 2019-05;8
983560;On or near Eley Road;from 2019-01 till 2019-05;8
970993;On or near Cranbrook Road;from 2019-01 till 2019-05;8
960711;On or near Cavendish Mews North;from 2019-01 till 2019-05;8
1488488;Maida Vale (lu Station);from 2019-01 till 2019-04;8
965457;On or near Park/open Space;from 2019-02 till 2019-04;8
983547;On or near Fraser Road;from 2019-01 till 2019-04;8
960926;On or near Regent Square;from 2019-01 till 2019-05;8
977640;On or near Macdonald Road;from 2019-02 till 2019-05;8
978272;On or near Tower Terrace;from 2019-01 till 2019-05;8
968077;On or near Willingham Terrace;from 2019-02 till 2019-05;8
985271;On or near Stonard Road;from 2019-01 till 2019-04;8
961459;On or near Long Street;from 2019-01 till 2019-04;8
985275;On or near Hurst Road;from 2019-01 till 2019-05;8
964295;On or near Hilborough Road;from 2019-02 till 2019-05;8
975260;On or near Daleview Road;from 2019-01 till 2019-05;8
978264;On or near Albany Close;from 2019-01 till 2019-05;8
